0,1,2,3,4,5,6,7,8,9
0.40886775971036426,,,,,,,,,
0.2886029295504183,,,,,,,,,
0.03382157451851915,,,,,,,,,
0.2814524289286587,,,,,,,,,
0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9
0.5144027929817663,,,,,,,,,
0.461999291070538,,,,,,,,,
0.4505643289747368,,,,,,,,,
0.5507849394619049,,,,,,,,,
0.6625377104335105,,,,,,,,,
0.42278947183197707,,,,,,,,,
0.48575999245315754,,,,,,,,,
0.4147894223504488,,,,,,,,,
0.44348910205551095,,,,,,,,,
0.47818402292642287,,,,,,,,,
0.4564922845900602,,,,,,,,,
0.40189437298381836,,,,,,,,,
